account_id,group_id,organization_id,registration_date,is_written_off,is_unlocked,group_name,price_upfront,price_unlock,price_clock_hour,minimum_payment,pymt_id,effective_when,currency,amount,created_when,nominal_loan_term,nominal_loan_term_maturity,cum_amount,%_paid
12.0,2.0,10001.0,2019-10-03 09:22:40.571392000,False,True,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,168.0,2019-10-29 00:12:09.571392000,KES,142.0,2020-03-12 20:03:50.155631000,683.1999999672064,2019-10-31 20:34:40.571273200,3571.0,58.540983606557376
13.0,2.0,10001.0,2019-06-15 15:25:48.571392000,False,False,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,212.0,2019-07-11 15:26:53.571392000,KES,42.0,2020-03-12 20:04:21.579794000,683.1999999672064,2019-07-14 02:37:48.571273200,5552.0,91.01639344262296
14.0,2.0,10001.0,2019-07-14 10:38:51.571392000,False,True,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,220.0,2019-08-10 07:38:36.571392000,KES,89.0,2020-03-12 20:03:51.889694000,683.1999999672064,2019-08-11 21:50:51.571273200,3389.0,55.557377049180324
15.0,2.0,10001.0,2019-08-02 01:13:53.571392000,True,False,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,251.0,2019-08-02 01:13:53.571392000,KES,1500.0,2020-03-12 20:04:21.579794000,683.1999999672064,2019-08-30 12:25:53.571273200,3000.0,49.18032786885246
16.0,2.0,10001.0,2019-06-27 01:35:05.571392000,False,True,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,259.0,2019-07-24 02:53:55.571392000,KES,86.0,2020-03-12 20:03:54.291696000,683.1999999672064,2019-07-25 12:47:05.571273200,3351.0,54.93442622950819
17.0,2.0,10001.0,2019-10-05 04:21:51.571392000,False,True,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,310.0,2019-10-25 05:57:33.571392000,KES,82.0,2020-03-12 20:04:14.451202000,683.1999999672064,2019-11-02 15:33:51.571273200,5869.0,96.21311475409836
18.0,2.0,10001.0,2019-10-03 09:21:49.571392000,False,True,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,318.0,2019-10-30 15:27:18.571392000,KES,151.0,2020-03-12 20:04:01.071292000,683.1999999672064,2019-10-31 20:33:49.571273200,3601.0,59.032786885245905
19.0,2.0,10001.0,2019-09-21 06:14:21.571392000,False,True,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,356.0,2019-10-17 22:49:24.571392000,KES,82.0,2020-03-12 20:04:09.254575000,683.1999999672064,2019-10-19 17:26:21.571273200,5806.0,95.18032786885246
20.0,2.0,10001.0,2019-08-30 15:34:24.571392000,False,False,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,378.0,2019-09-26 13:24:32.571392000,KES,61.0,2020-03-12 20:04:03.137876000,683.1999999672064,2019-09-28 02:46:24.571273200,5567.0,91.26229508196721
21.0,2.0,10001.0,2019-07-11 20:56:40.571392000,False,True,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,386.0,2019-08-06 11:53:15.571392000,KES,100.0,2020-03-12 20:04:03.621678000,683.1999999672064,2019-08-09 08:08:40.571273200,3390.0,55.57377049180327
22.0,2.0,10001.0,2019-07-31 12:02:15.571392000,False,True,Tennie JUA Home Mate H1G Lite,1500.0,6100.0,8.928571429,46.0,421.0,2019-08-26 11:59:39.571392000,KES,97.0,2020-03-12 20:04:06.736134000,683.1999999672064,2019-08-28 23:14:15.571273200,3410.0,55.9016393442623
23.0,3.0,10001.0,2019-06-06 06:00:35.571392000,False,False,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,450.0,2019-06-06 06:00:35.571392000,KES,800.0,2020-03-12 20:04:21.579794000,1091.99999997816,2019-07-21 18:00:35.571312800,1600.0,30.76923076923077
24.0,3.0,10001.0,2019-06-05 17:08:10.571392000,False,False,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,459.0,2019-07-17 08:46:19.571392000,KES,102.0,2020-03-12 20:04:40.010129000,1091.99999997816,2019-07-21 05:08:10.571312800,1893.0,36.40384615384615
25.0,3.0,10001.0,2019-09-05 07:52:56.571392000,False,False,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,481.0,2019-10-15 11:58:03.571392000,KES,125.0,2020-03-12 20:04:21.579794000,1091.99999997816,2019-10-20 19:52:56.571312800,4501.0,86.5576923076923
26.0,3.0,10001.0,2019-09-23 12:32:10.571392000,False,False,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,501.0,2019-11-03 03:46:38.571392000,KES,129.0,2020-03-12 20:04:23.623944000,1091.99999997816,2019-11-08 00:32:10.571312800,4113.0,79.09615384615385
27.0,3.0,10001.0,2019-05-24 22:38:31.571392000,False,True,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,514.0,2019-07-03 20:24:06.571392000,KES,100.0,2020-03-12 20:04:24.238970000,1091.99999997816,2019-07-09 10:38:31.571312800,2155.0,41.44230769230769
28.0,3.0,10001.0,2019-06-02 21:47:16.571392000,False,False,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,555.0,2019-07-14 06:21:02.571392000,KES,94.0,2020-03-12 20:04:32.661712000,1091.99999997816,2019-07-18 09:47:16.571312800,2159.0,41.51923076923077
29.0,3.0,10001.0,2019-07-06 04:27:38.571392000,False,True,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,564.0,2019-08-15 21:48:29.571392000,KES,113.0,2020-03-12 20:04:27.506827000,1091.99999997816,2019-08-20 16:27:38.571312800,2235.0,42.98076923076923
30.0,3.0,10001.0,2019-07-18 00:41:09.571392000,False,False,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,598.0,2019-08-20 01:19:05.571392000,KES,120.0,2020-03-12 20:04:29.423767000,1091.99999997816,2019-09-01 12:41:09.571312800,2066.0,39.73076923076923
31.0,3.0,10001.0,2019-12-04 02:04:00.571392000,False,False,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,606.0,2020-01-13 12:30:49.571392000,KES,270.0,2020-03-12 20:04:29.926670000,1091.99999997816,2020-01-18 14:04:00.571312800,3728.0,71.6923076923077
32.0,3.0,10001.0,2019-06-04 02:52:18.571392000,False,False,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,611.0,2019-06-04 02:52:18.571392000,KES,800.0,2020-03-12 20:04:30.369664000,1091.99999997816,2019-07-19 14:52:18.571312800,1600.0,30.76923076923077
33.0,3.0,10001.0,2019-05-14 07:50:48.571392000,False,False,Hong Rath Omnivoltaic Catch (Keycode) Bundle,800.0,5200.0,4.7619047619999995,44.0,621.0,2019-06-09 19:01:01.571392000,KES,95.0,2020-03-12 20:04:40.010129000,1091.99999997816,2019-06-28 19:50:48.571312800,2056.0,39.53846153846154
34.0,4.0,10001.0,2019-08-13 00:41:58.571392000,False,True,Monte Omnivoltaic M400,650.0,6100.0,3.869047619,54.5,632.0,2019-10-14 22:53:26.571392000,KES,175.0,2020-03-12 20:04:40.010129000,1576.6153846347893,2019-10-17 17:18:53.956078000,2830.0,46.39344262295082
35.0,4.0,10001.0,2019-08-01 04:37:04.571392000,False,False,Monte Omnivoltaic M400,650.0,6100.0,3.869047619,54.5,674.0,2019-10-01 19:21:12.571392000,KES,136.0,2020-03-12 20:04:44.190491000,1576.6153846347893,2019-10-05 21:13:59.956078000,4704.0,77.11475409836066
36.0,4.0,10001.0,2019-08-21 09:19:16.571392000,False,False,Monte Omnivoltaic M400,650.0,6100.0,3.869047619,54.5,692.0,2019-10-20 10:57:45.571392000,KES,174.0,2020-03-12 20:04:45.760027000,1576.6153846347893,2019-10-26 01:56:11.956078000,3407.0,55.85245901639344
37.0,4.0,10001.0,2019-09-01 17:44:50.571392000,False,True,Monte Omnivoltaic M400,650.0,6100.0,3.869047619,54.5,714.0,2019-11-01 04:51:45.571392000,KES,156.0,2020-03-12 20:04:59.459443000,1576.6153846347893,2019-11-06 10:21:45.956078000,4328.0,70.95081967213115
38.0,4.0,10001.0,2019-07-17 04:34:49.571392000,False,False,Monte Omnivoltaic M400,650.0,6100.0,3.869047619,54.5,741.0,2019-09-09 18:17:51.571392000,KES,129.0,2020-03-12 20:04:47.391715000,1576.6153846347893,2019-09-20 21:11:44.956078000,4191.0,68.70491803278689
39.0,4.0,10001.0,2019-08-21 13:19:00.571392000,False,False,Monte Omnivoltaic M400,650.0,6100.0,3.869047619,54.5,764.0,2019-10-21 00:46:50.571392000,KES,161.0,2020-03-12 20:04:49.197049000,1576.6153846347893,2019-10-26 05:55:55.956078000,4153.0,68.08196721311475
40.0,4.0,10001.0,2019-09-08 23:31:56.571392000,False,False,Monte Omnivoltaic M400,650.0,6100.0,3.869047619,54.5,783.0,2019-11-08 05:11:12.571392000,KES,171.0,2020-03-12 20:04:50.642124000,1576.6153846347893,2019-11-13 16:08:51.956078000,4167.0,68.31147540983606
42.0,4.0,10001.0,2019-10-06 17:17:54.571392000,False,False,Monte Omnivoltaic M400,650.0,6100.0,3.869047619,54.5,807.0,2019-12-08 02:33:02.571392000,KES,218.0,2020-03-12 20:04:56.163380000,1576.6153846347893,2019-12-11 09:54:49.956078000,4372.0,71.67213114754098
44.0,4.0,10001.0,2019-10-03 21:06:29.571392000,False,False,Monte Omnivoltaic M400,650.0,6100.0,3.869047619,54.5,829.0,2019-12-04 06:22:15.571392000,KES,218.0,2020-03-12 20:04:57.463228000,1576.6153846347893,2019-12-08 13:43:24.956078000,3831.0,62.803278688524586
45.0,5.0,10001.0,2020-01-14 14:44:25.571392000,False,False,Coats Omnivoltaic M600 Bundle,1100.0,6100.0,6.547619048,50.0,841.0,2020-02-11 03:15:35.571392000,KES,532.0,2020-03-12 20:05:11.212344000,931.6363635821594,2020-02-22 10:22:36.480287200,4947.0,81.09836065573771
47.0,5.0,10001.0,2019-12-29 12:55:53.571392000,False,True,Coats Omnivoltaic M600 Bundle,1100.0,6100.0,6.547619048,50.0,854.0,2020-01-31 20:13:51.571392000,KES,512.0,2020-03-12 20:05:12.283956000,931.6363635821594,2020-02-06 08:34:04.480287200,4570.0,74.91803278688525
48.0,5.0,10001.0,2019-12-22 11:09:23.571392000,False,True,Coats Omnivoltaic M600 Bundle,1100.0,6100.0,6.547619048,50.0,865.0,2020-01-26 07:11:20.571392000,KES,472.0,2020-03-12 20:05:12.917559000,931.6363635821594,2020-01-30 06:47:34.480287200,4336.0,71.08196721311475
49.0,5.0,10001.0,2019-12-24 13:15:06.571392000,False,True,Coats Omnivoltaic M600 Bundle,1100.0,6100.0,6.547619048,50.0,877.0,2020-01-28 09:51:21.571392000,KES,451.0,2020-03-12 20:05:13.616410000,931.6363635821594,2020-02-01 08:53:17.480287200,4436.0,72.72131147540983
50.0,5.0,10001.0,2020-01-03 02:50:29.571392000,False,False,Coats Omnivoltaic M600 Bundle,1100.0,6100.0,6.547619048,50.0,883.0,2020-01-03 02:50:29.571392000,KES,1100.0,2020-03-12 20:05:20.780819000,931.6363635821594,2020-02-10 22:28:40.480287200,2200.0,36.0655737704918
51.0,5.0,10001.0,2019-12-30 15:37:01.571392000,False,True,Coats Omnivoltaic M600 Bundle,1100.0,6100.0,6.547619048,50.0,890.0,2020-02-02 00:27:54.571392000,KES,478.0,2020-03-12 20:05:14.401217000,931.6363635821594,2020-02-07 11:15:12.480287200,4638.0,76.03278688524591
52.0,5.0,10001.0,2020-01-09 07:59:43.571392000,False,False,Coats Omnivoltaic M600 Bundle,1100.0,6100.0,6.547619048,50.0,900.0,2020-02-10 08:02:38.571392000,KES,495.0,2020-03-12 20:05:20.780819000,931.6363635821594,2020-02-17 03:37:54.480287200,5172.0,84.78688524590164
53.0,5.0,10001.0,2019-12-25 21:32:40.571392000,False,False,Coats Omnivoltaic M600 Bundle,1100.0,6100.0,6.547619048,50.0,909.0,2020-01-19 23:01:04.571392000,KES,375.0,2020-03-12 20:05:20.780819000,931.6363635821594,2020-02-02 17:10:51.480287200,5061.0,82.9672131147541
54.0,5.0,10001.0,2020-01-12 18:39:30.571392000,False,False,Coats Omnivoltaic M600 Bundle,1100.0,6100.0,6.547619048,50.0,917.0,2020-02-15 19:23:07.571392000,KES,560.0,2020-03-12 20:05:20.780819000,931.6363635821594,2020-02-20 14:17:41.480287200,4930.0,80.81967213114754
55.0,5.0,10001.0,2020-01-22 03:54:28.571392000,False,False,Coats Omnivoltaic M600 Bundle,1100.0,6100.0,6.547619048,50.0,925.0,2020-02-24 02:44:42.571392000,KES,665.0,2020-03-12 20:05:20.780819000,931.6363635821594,2020-02-29 23:32:39.480287200,4672.0,76.59016393442623
56.0,6.0,10001.0,2019-06-26 06:25:39.571392000,False,True,Cherwin Sun King Pro Easy Buy,650.0,5500.0,3.869047619,48.5,936.0,2019-08-18 16:50:21.571392000,KES,108.0,2020-03-12 20:05:20.780819000,1421.5384615559574,2019-08-24 11:57:58.032993600,2372.0,43.127272727272725
58.0,6.0,10001.0,2019-11-16 05:33:15.571392000,False,False,Cherwin Sun King Pro Easy Buy,650.0,5500.0,3.869047619,48.5,979.0,2020-01-10 21:46:17.571392000,KES,257.0,2020-03-12 20:05:33.177894000,1421.5384615559574,2020-01-14 11:05:34.032993600,3849.0,69.98181818181818
59.0,6.0,10001.0,2019-11-03 05:39:13.571392000,False,True,Cherwin Sun King Pro Easy Buy,650.0,5500.0,3.869047619,48.5,996.0,2019-12-26 16:17:48.571392000,KES,242.0,2020-03-12 20:05:33.177894000,1421.5384615559574,2020-01-01 11:11:32.032993600,3316.0,60.290909090909096
60.0,6.0,10001.0,2019-08-20 00:13:31.571392000,False,False,Cherwin Sun King Pro Easy Buy,650.0,5500.0,3.869047619,48.5,1024.0,2019-10-12 22:14:43.571392000,KES,131.0,2020-03-12 20:05:37.621790000,1421.5384615559574,2019-10-18 05:45:50.032993600,4273.0,77.69090909090909
61.0,6.0,10001.0,2019-06-15 03:48:17.571392000,False,True,Cherwin Sun King Pro Easy Buy,650.0,5500.0,3.869047619,48.5,1040.0,2019-08-08 01:43:14.571392000,KES,126.0,2020-03-12 20:05:37.621790000,1421.5384615559574,2019-08-13 09:20:36.032993600,2221.0,40.38181818181818
62.0,6.0,10001.0,2019-06-09 06:39:29.571392000,False,True,Cherwin Sun King Pro Easy Buy,650.0,5500.0,3.869047619,48.5,1079.0,2019-08-01 08:52:42.571392000,KES,124.0,2020-03-12 20:05:41.116476000,1421.5384615559574,2019-08-07 12:11:48.032993600,2214.0,40.25454545454545
63.0,6.0,10001.0,2019-12-01 21:27:23.571392000,False,False,Cherwin Sun King Pro Easy Buy,650.0,5500.0,3.869047619,48.5,1116.0,2020-01-25 18:35:21.571392000,KES,345.0,2020-03-12 20:05:54.691417000,1421.5384615559574,2020-01-30 02:59:42.032993600,3625.0,65.9090909090909
64.0,6.0,10001.0,2019-11-15 14:41:41.571392000,False,True,Cherwin Sun King Pro Easy Buy,650.0,5500.0,3.869047619,48.5,1131.0,2020-01-08 01:38:49.571392000,KES,300.0,2020-03-12 20:05:48.124752000,1421.5384615559574,2020-01-13 20:14:00.032993600,3661.0,66.56363636363636
65.0,6.0,10001.0,2019-08-29 07:09:16.571392000,False,True,Cherwin Sun King Pro Easy Buy,650.0,5500.0,3.869047619,48.5,1148.0,2019-10-23 21:28:50.571392000,KES,168.0,2020-03-12 20:05:52.000502000,1421.5384615559574,2019-10-27 12:41:35.032993600,2563.0,46.6
66.0,6.0,10001.0,2019-08-27 11:35:35.571392000,False,False,Cherwin Sun King Pro Easy Buy,650.0,5500.0,3.869047619,48.5,1173.0,2019-09-02 01:39:24.571392000,KES,171.0,2020-03-12 20:05:59.488802000,1421.5384615559574,2019-10-25 17:07:54.032993600,1961.0,35.654545454545456
67.0,7.0,10001.0,2019-11-20 17:57:51.571392000,False,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1178.0,2020-01-19 20:36:04.571392000,KES,308.0,2020-03-12 20:06:43.954110000,1708.0000002049599,2020-01-30 21:57:51.572130000,2459.0,40.31147540983607
68.0,7.0,10001.0,2019-10-15 13:07:33.571392000,False,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1200.0,2019-12-23 13:17:22.571392000,KES,222.0,2020-03-12 20:06:43.954110000,1708.0000002049599,2019-12-25 17:07:33.572130000,4404.0,72.19672131147541
69.0,7.0,10001.0,2019-12-13 13:28:35.571392000,False,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1208.0,2020-01-16 11:54:14.571392000,KES,534.0,2020-03-12 20:06:43.954110000,1708.0000002049599,2020-02-22 17:28:35.572130000,1734.0,28.42622950819672
70.0,7.0,10001.0,2019-12-06 03:01:43.571392000,False,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1214.0,2020-01-23 18:13:27.571392000,KES,434.0,2020-03-12 20:05:59.982349000,1708.0000002049599,2020-02-15 07:01:43.572130000,2625.0,43.0327868852459
71.0,7.0,10001.0,2019-10-25 21:01:22.571392000,False,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1223.0,2019-12-26 15:08:50.571392000,KES,259.0,2020-03-12 20:06:02.857267000,1708.0000002049599,2020-01-05 01:01:22.572130000,1750.0,28.688524590163933
72.0,7.0,10001.0,2019-10-29 03:51:56.571392000,False,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1232.0,2019-12-28 20:56:25.571392000,KES,285.0,2020-03-12 20:06:05.769743000,1708.0000002049599,2020-01-08 07:51:56.572130000,3372.0,55.278688524590166
73.0,7.0,10001.0,2019-11-07 20:28:06.571392000,False,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1244.0,2020-01-14 01:05:07.571392000,KES,295.0,2020-03-12 20:06:37.514633000,1708.0000002049599,2020-01-18 00:28:06.572130000,3616.0,59.27868852459016
75.0,7.0,10001.0,2019-11-24 04:58:52.571392000,False,True,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1270.0,2020-01-30 18:49:17.571392000,KES,354.0,2020-03-12 20:06:12.047820000,1708.0000002049599,2020-02-03 08:58:52.572130000,4967.0,81.42622950819673
76.0,7.0,10001.0,2019-10-20 06:58:09.571392000,False,True,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1285.0,2019-12-26 15:02:13.571392000,KES,264.0,2020-03-12 20:06:18.551565000,1708.0000002049599,2019-12-30 10:58:09.572130000,3851.0,63.13114754098361
77.0,7.0,10001.0,2019-11-30 14:49:01.571392000,False,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1301.0,2020-02-06 11:59:15.571392000,KES,391.0,2020-03-12 20:06:43.954110000,1708.0000002049599,2020-02-09 18:49:01.572130000,3332.0,54.622950819672134
78.0,7.0,10001.0,2019-10-23 02:57:37.571392000,True,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1309.0,2019-11-18 05:35:22.571392000,KES,297.0,2020-03-12 20:06:43.954110000,1708.0000002049599,2020-01-02 06:57:37.572130000,1497.0,24.540983606557376
79.0,7.0,10001.0,2019-10-29 17:59:35.571392000,False,True,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1321.0,2020-01-06 10:44:29.571392000,KES,306.0,2020-03-12 20:06:26.961582000,1708.0000002049599,2020-01-08 21:59:35.572130000,4174.0,68.42622950819673
80.0,7.0,10001.0,2019-11-26 08:19:51.571392000,False,True,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1340.0,2020-02-03 10:03:27.571392000,KES,407.0,2020-03-12 20:06:27.916350000,1708.0000002049599,2020-02-05 12:19:51.572130000,4983.0,81.68852459016394
81.0,7.0,10001.0,2019-12-20 16:20:48.571392000,False,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1348.0,2020-02-21 03:54:23.571392000,KES,495.0,2020-03-12 20:06:28.593088000,1708.0000002049599,2020-02-29 20:20:48.572130000,2295.0,37.62295081967213
82.0,7.0,10001.0,2019-11-26 22:07:52.571392000,False,True,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1366.0,2020-02-03 21:50:06.571392000,KES,369.0,2020-03-12 20:06:29.870219000,1708.0000002049599,2020-02-06 02:07:52.572130000,4944.0,81.04918032786885
85.0,7.0,10001.0,2019-11-28 06:42:42.571392000,False,True,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1389.0,2020-02-04 00:11:42.571392000,KES,384.0,2020-03-12 20:06:35.716885000,1708.0000002049599,2020-02-07 10:42:42.572130000,4961.0,81.32786885245902
86.0,7.0,10001.0,2019-12-28 19:45:55.571392000,False,False,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1396.0,2020-02-13 07:19:13.571392000,KES,600.0,2020-03-12 20:06:35.716885000,1708.0000002049599,2020-03-08 23:45:55.572130000,1800.0,29.508196721311474
87.0,7.0,10001.0,2019-12-12 22:48:09.571392000,False,True,Monte BioLite SolarHome 620,600.0,6100.0,3.571428571,110.0,1409.0,2020-02-18 12:51:19.571392000,KES,388.0,2020-03-12 20:06:36.947257000,1708.0000002049599,2020-02-22 02:48:09.572130000,6100.0,100.0
89.0,8.0,10001.0,2019-10-19 08:25:21.571392000,False,False,Coats Sun King Home 400 Easybuy Keypad,1850.0,14900.0,11.01190476,130.5,1425.0,2019-12-13 02:21:12.571392000,KES,501.0,2020-03-12 20:06:45.626637000,1353.0810813151274,2019-12-14 17:30:13.464126000,10927.0,73.33557046979865
90.0,8.0,10001.0,2019-10-22 23:40:56.571392000,False,True,Coats Sun King Home 400 Easybuy Keypad,1850.0,14900.0,11.01190476,130.5,1441.0,2019-12-15 20:16:34.571392000,KES,560.0,2020-03-12 20:06:46.624415000,1353.0810813151274,2019-12-18 08:45:48.464126000,8423.0,56.530201342281885
92.0,8.0,10001.0,2019-11-12 12:14:59.571392000,False,True,Coats Sun King Home 400 Easybuy Keypad,1850.0,14900.0,11.01190476,130.5,1465.0,2020-01-04 22:02:09.571392000,KES,661.0,2020-03-12 20:07:26.635161000,1353.0810813151274,2020-01-07 21:19:51.464126000,10345.0,69.42953020134229
93.0,8.0,10001.0,2019-11-29 00:37:14.571392000,False,True,Coats Sun King Home 400 Easybuy Keypad,1850.0,14900.0,11.01190476,130.5,1481.0,2020-01-21 12:54:17.571392000,KES,868.0,2020-03-12 20:06:48.570187000,1353.0810813151274,2020-01-24 09:42:06.464126000,10961.0,73.56375838926175
94.0,8.0,10001.0,2019-12-04 21:52:29.571392000,False,False,Coats Sun King Home 400 Easybuy Keypad,1850.0,14900.0,11.01190476,130.5,1494.0,2020-01-20 10:24:08.571392000,KES,816.0,2020-03-12 20:06:49.499673000,1353.0810813151274,2020-01-30 06:57:21.464126000,9716.0,65.20805369127517
95.0,8.0,10001.0,2019-11-14 20:09:01.571392000,False,True,Coats Sun King Home 400 Easybuy Keypad,1850.0,14900.0,11.01190476,130.5,1510.0,2020-01-02 09:07:49.571392000,KES,712.0,2020-03-12 20:07:21.960838000,1353.0810813151274,2020-01-10 05:13:53.464126000,10549.0,70.79865771812081
96.0,8.0,10001.0,2019-10-22 04:30:22.571392000,False,False,Coats Sun King Home 400 Easybuy Keypad,1850.0,14900.0,11.01190476,130.5,1528.0,2019-12-07 09:33:17.571392000,KES,594.0,2020-03-12 20:07:06.792891000,1353.0810813151274,2019-12-17 13:35:14.464126000,11156.0,74.8724832214765
97.0,8.0,10001.0,2019-11-21 18:06:31.571392000,False,True,Coats Sun King Home 400 Easybuy Keypad,1850.0,14900.0,11.01190476,130.5,1542.0,2020-01-16 03:27:03.571392000,KES,800.0,2020-03-12 20:06:51.943079000,1353.0810813151274,2020-01-17 03:11:23.464126000,9932.0,66.65771812080537
98.0,8.0,10001.0,2019-12-28 22:01:12.571392000,False,True,Coats Sun King Home 400 Easybuy Keypad,1850.0,14900.0,11.01190476,130.5,1559.0,2020-02-22 18:58:53.571392000,KES,1400.0,2020-03-12 20:06:53.030615000,1353.0810813151274,2020-02-23 07:06:04.464126000,14900.0,100.0
